Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/1/14,walking,walking,2014-10-01T06:50:30-07:00,2014-10-01T06:51:06-07:00,36,0.015,49,0
10/1/14,walking,walking,2014-10-01T07:33:03-07:00,2014-10-01T07:33:38-07:00,35,0.017,56,0
10/1/14,walking,walking,2014-10-01T08:15:35-07:00,2014-10-01T08:15:48-07:00,13,0.006,17,0
10/1/14,transport,transport,2014-10-01T08:42:59-07:00,2014-10-01T08:50:36-07:00,457,1.650,0,0
10/1/14,walking,walking,2014-10-01T08:50:35-07:00,2014-10-01T08:52:45-07:00,130,0.088,230,0
10/1/14,walking,walking,2014-10-01T08:57:18-07:00,2014-10-01T08:57:48-07:00,30,0.009,20,0
10/1/14,walking,walking,2014-10-01T09:22:08-07:00,2014-10-01T09:22:09-07:00,1,0.000,1,0
10/1/14,walking,walking,2014-10-01T09:22:08-07:00,2014-10-01T09:24:40-07:00,152,0.047,152,0
10/1/14,transport,transport,2014-10-01T09:24:40-07:00,2014-10-01T09:35:23-07:00,643,2.739,0,0
10/1/14,walking,walking,2014-10-01T09:35:35-07:00,2014-10-01T09:43:07-07:00,452,0.352,757,0
10/1/14,walking,walking,2014-10-01T10:26:42-07:00,2014-10-01T10:29:01-07:00,139,0.125,268,0
10/1/14,walking,walking,2014-10-01T10:54:16-07:00,2014-10-01T10:59:55-07:00,339,0.295,633,0
10/1/14,walking,walking,2014-10-01T11:00:00-07:00,2014-10-01T11:00:16-07:00,16,0.009,30,0
10/1/14,transport,transport,2014-10-01T11:02:55-07:00,2014-10-01T11:09:35-07:00,400,2.498,0,0
10/1/14,walking,walking,2014-10-01T11:10:10-07:00,2014-10-01T11:10:40-07:00,30,0.009,30,0
10/1/14,walking,walking,2014-10-01T11:21:20-07:00,2014-10-01T11:33:59-07:00,759,0.700,1244,0
10/1/14,walking,walking,2014-10-01T11:35:48-07:00,2014-10-01T11:36:18-07:00,30,0.019,60,0
10/1/14,walking,walking,2014-10-01T11:38:17-07:00,2014-10-01T11:42:20-07:00,243,0.194,468,0
10/1/14,walking,walking,2014-10-01T11:52:17-07:00,2014-10-01T11:52:21-07:00,4,0.001,4,0
10/1/14,walking,walking,2014-10-01T11:52:21-07:00,2014-10-01T11:56:32-07:00,251,0.173,251,0
10/1/14,walking,walking,2014-10-01T12:51:26-07:00,2014-10-01T13:06:27-07:00,901,0.684,1104,0
10/1/14,walking,walking,2014-10-01T13:06:27-07:00,2014-10-01T13:07:11-07:00,44,0.014,32,0
10/1/14,walking,walking,2014-10-01T14:03:48-07:00,2014-10-01T14:04:18-07:00,30,0.012,40,0
10/1/14,walking,walking,2014-10-01T14:32:18-07:00,2014-10-01T14:51:22-07:00,1144,0.857,1435,0
10/1/14,walking,walking,2014-10-01T16:03:20-07:00,2014-10-01T16:18:47-07:00,927,0.869,1210,0
10/1/14,walking,walking,2014-10-01T16:18:52-07:00,2014-10-01T16:20:03-07:00,71,0.023,74,0
10/1/14,walking,walking,2014-10-01T19:48:09-07:00,2014-10-01T19:49:39-07:00,90,0.037,121,0
10/1/14,walking,walking,2014-10-01T23:16:59-07:00,2014-10-01T23:17:29-07:00,30,0.009,30,0
